"ciudad"	"ambiente"	"sitio"	"parche"	"planta"	"ID"	"Leaf"	"uno"	"dos"	"tres"	"cuatro"	"leafMean"
"cun"	"r"	"5"	"2"	"m2"	"cun_r52m2"	4	15	17	3	2	9.25
"cun"	"r"	"5"	"2"	"m2"	"cun_r52m2"	5	4	9	4	10	6.75
"cun"	"u"	"1"	"1"	"m1"	"cun_u11m1"	1	16	10	22	7	13.75
"cun"	"u"	"1"	"1"	"m1"	"cun_u11m1"	2	12	11	13	10	11.5
"cun"	"u"	"1"	"1"	"m1"	"cun_u11m1"	3	13	23	4	6	11.5
"cun"	"u"	"1"	"1"	"m1"	"cun_u11m1"	4	3	4	3	7	4.25
"cun"	"u"	"1"	"1"	"m1"	"cun_u11m1"	5	2	0	0	1	0.75
"cun"	"u"	"1"	"1"	"m2"	"cun_u11m2"	1	5	6	3	1	3.75
"cun"	"u"	"1"	"1"	"m2"	"cun_u11m2"	2	2	1	2	6	2.75
"cun"	"u"	"1"	"1"	"m2"	"cun_u11m2"	3	10	0	6	1	4.25
"cun"	"u"	"1"	"1"	"m2"	"cun_u11m2"	4	4	2	6	1	3.25
"cun"	"u"	"1"	"1"	"m2"	"cun_u11m2"	5	5	6	4	7	5.5
"cun"	"u"	"1"	"2"	"m1"	"cun_u12m1"	1	7	4	16	5	8
"cun"	"u"	"1"	"2"	"m1"	"cun_u12m1"	2	6	13	8	6	8.25
"cun"	"u"	"1"	"2"	"m1"	"cun_u12m1"	3	1	8	8	2	4.75
"cun"	"u"	"1"	"2"	"m1"	"cun_u12m1"	4	5	2	2	6	3.75
"cun"	"u"	"1"	"2"	"m1"	"cun_u12m1"	5	2	8	4	1	3.75
"cun"	"u"	"1"	"2"	"m2"	"cun_u12m2"	1	7	4	1	5	4.25
"cun"	"u"	"1"	"2"	"m2"	"cun_u12m2"	2	11	11	15	14	12.75
"cun"	"u"	"1"	"2"	"m2"	"cun_u12m2"	3	12	20	6	24	15.5
"cun"	"u"	"1"	"2"	"m2"	"cun_u12m2"	4	2	9	4	4	4.75
"cun"	"u"	"1"	"2"	"m2"	"cun_u12m2"	5	10	4	7	5	6.5
"cun"	"u"	"2"	"1"	"m1"	"cun_u21m1"	1	6	9	6	11	8
"cun"	"u"	"2"	"1"	"m1"	"cun_u21m1"	2	1	1	2	2	1.5
"cun"	"u"	"2"	"1"	"m1"	"cun_u21m1"	3	3	3	7	7	5
"cun"	"u"	"2"	"1"	"m1"	"cun_u21m1"	4	5	1	13	2	5.25
"cun"	"u"	"2"	"1"	"m1"	"cun_u21m1"	5	10	3	10	3	6.5
"cun"	"u"	"2"	"1"	"m2"	"cun_u21m2"	1	5	10	2	7	6
"cun"	"u"	"2"	"1"	"m2"	"cun_u21m2"	2	5	13	6	4	7
"cun"	"u"	"2"	"1"	"m2"	"cun_u21m2"	3	12	5	10	9	9
"cun"	"u"	"2"	"1"	"m2"	"cun_u21m2"	4	2	1	3	8	3.5
"cun"	"u"	"2"	"1"	"m2"	"cun_u21m2"	5	12	2	10	7	7.75
"cun"	"u"	"2"	"2"	"m1"	"cun_u22m1"	1	13	8	9	11	10.25
"cun"	"u"	"2"	"2"	"m1"	"cun_u22m1"	2	37	27	12	12	22
"cun"	"u"	"2"	"2"	"m1"	"cun_u22m1"	3	11	14	13	21	14.75
"cun"	"u"	"2"	"2"	"m1"	"cun_u22m1"	4	14	4	13	20	12.75
"cun"	"u"	"2"	"2"	"m1"	"cun_u22m1"	5	26	19	30	25	25
"cun"	"u"	"2"	"2"	"m2"	"cun_u22m2"	1	11	7	13	10	10.25
"cun"	"u"	"2"	"2"	"m2"	"cun_u22m2"	2	13	25	14	10	15.5
"cun"	"u"	"2"	"2"	"m2"	"cun_u22m2"	3	26	25	15	13	19.75
"cun"	"u"	"2"	"2"	"m2"	"cun_u22m2"	4	23	14	10	16	15.75
"cun"	"u"	"2"	"2"	"m2"	"cun_u22m2"	5	25	2	2	13	10.5
"cun"	"u"	"3"	"1"	"m1"	"cun_u31m1"	1	20	7	33	35	23.75
"cun"	"u"	"3"	"1"	"m1"	"cun_u31m1"	2	37	2	6	56	25.25
"cun"	"u"	"3"	"1"	"m1"	"cun_u31m1"	3	32	21	25	16	23.5
"cun"	"u"	"3"	"1"	"m1"	"cun_u31m1"	4	5	4	66	30	26.25
"cun"	"u"	"3"	"1"	"m1"	"cun_u31m1"	5	4	19	15	13	12.75
"cun"	"u"	"3"	"1"	"m2"	"cun_u31m2"	1	16	5	10	21	13
"cun"	"u"	"3"	"1"	"m2"	"cun_u31m2"	2	3	9	4	1	4.25
"cun"	"u"	"3"	"1"	"m2"	"cun_u31m2"	3	59	11	16	73	39.75
"cun"	"u"	"3"	"1"	"m2"	"cun_u31m2"	4	14	9	2	2	6.75
"cun"	"u"	"3"	"1"	"m2"	"cun_u31m2"	5	6	13	15	11	11.25
"cun"	"u"	"3"	"2"	"m1"	"cun_u32m1"	1	8	2	5	6	5.25
"cun"	"u"	"3"	"2"	"m1"	"cun_u32m1"	2	14	12	7	13	11.5
"cun"	"u"	"3"	"2"	"m1"	"cun_u32m1"	3	4	2	6	3	3.75
"cun"	"u"	"3"	"2"	"m1"	"cun_u32m1"	4	17	20	17	10	16
"cun"	"u"	"3"	"2"	"m1"	"cun_u32m1"	5	2	5	2	17	6.5
"cun"	"u"	"3"	"2"	"m2"	"cun_u32m2"	1	9	6	3	3	5.25
"cun"	"u"	"3"	"2"	"m2"	"cun_u32m2"	2	3	5	7	0	3.75
"cun"	"u"	"3"	"2"	"m2"	"cun_u32m2"	3	4	11	12	2	7.25
"cun"	"u"	"3"	"2"	"m2"	"cun_u32m2"	4	5	5	8	8	6.5
"cun"	"u"	"3"	"2"	"m2"	"cun_u32m2"	5	7	4	7	6	6
"cun"	"u"	"4"	"1"	"m1"	"cun_u41m1"	1	11	15	15	10	12.75
"cun"	"u"	"4"	"1"	"m1"	"cun_u41m1"	2	17	18	16	NA	17
"cun"	"u"	"4"	"1"	"m1"	"cun_u41m1"	3	10	8	13	13	11
"cun"	"u"	"4"	"1"	"m1"	"cun_u41m1"	4	6	3	9	NA	6
"cun"	"u"	"4"	"1"	"m1"	"cun_u41m1"	5	13	13	12	9	11.75
"cun"	"u"	"4"	"1"	"m2"	"cun_u41m2"	1	15	7	9	1	8
"cun"	"u"	"4"	"1"	"m2"	"cun_u41m2"	2	7	20	8	32	16.75
"cun"	"u"	"4"	"1"	"m2"	"cun_u41m2"	3	2	3	4	4	3.25
"cun"	"u"	"4"	"1"	"m2"	"cun_u41m2"	4	7	2	6	9	6
"cun"	"u"	"4"	"1"	"m2"	"cun_u41m2"	5	9	7	3	3	5.5
"cun"	"u"	"4"	"2"	"m1"	"cun_u42m1"	1	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m1"	"cun_u42m1"	2	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m1"	"cun_u42m1"	3	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m1"	"cun_u42m1"	4	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m1"	"cun_u42m1"	5	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m2"	"cun_u42m2"	1	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m2"	"cun_u42m2"	2	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m2"	"cun_u42m2"	3	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m2"	"cun_u42m2"	4	NA	NA	NA	NA	NA
"cun"	"u"	"4"	"2"	"m2"	"cun_u42m2"	5	NA	NA	NA	NA	NA
"cun"	"u"	"5"	"1"	"m1"	"cun_u51m1"	1	NA	NA	NA	NA	NA
"cun"	"u"	"5"	"1"	"m1"	"cun_u51m1"	2	NA	NA	NA	NA	NA
"cun"	"u"	"5"	"1"	"m1"	"cun_u51m1"	3	NA	NA	NA	NA	NA
"cun"	"u"	"5"	"1"	"m1"	"cun_u51m1"	4	NA	NA	NA	NA	NA
"cun"	"u"	"5"	"1"	"m1"	"cun_u51m1"	5	NA	NA	NA	NA	NA
"cun"	"u"	"5"	"1"	"m2"	"cun_u51m2"	1	5	5	11	17	9.5
"cun"	"u"	"5"	"1"	"m2"	"cun_u51m2"	2	7	6	12	14	9.75
"cun"	"u"	"5"	"1"	"m2"	"cun_u51m2"	3	33	42	16	15	26.5
"cun"	"u"	"5"	"1"	"m2"	"cun_u51m2"	4	13	4	6	7	7.5
"cun"	"u"	"5"	"1"	"m2"	"cun_u51m2"	5	10	16	30	40	24
"cun"	"u"	"5"	"2"	"m1"	"cun_u52m1"	1	10	19	20	5	13.5
"cun"	"u"	"5"	"2"	"m1"	"cun_u52m1"	2	11	7	11	11	10
"cun"	"u"	"5"	"2"	"m1"	"cun_u52m1"	3	19	19	12	14	16
"cun"	"u"	"5"	"2"	"m1"	"cun_u52m1"	4	8	4	4	5	5.25
"cun"	"u"	"5"	"2"	"m1"	"cun_u52m1"	5	7	7	11	5	7.5
"cun"	"u"	"5"	"2"	"m2"	"cun_u52m2"	1	2	0	0	0	0.5
"cun"	"u"	"5"	"2"	"m2"	"cun_u52m2"	2	6	3	3	3	3.75
"cun"	"u"	"5"	"2"	"m2"	"cun_u52m2"	3	1	3	5	3	3
"cun"	"u"	"5"	"2"	"m2"	"cun_u52m2"	4	3	1	5	4	3.25
"cun"	"u"	"5"	"2"	"m2"	"cun_u52m2"	5	0	0	0	0	0
"mid"	"r"	"1"	"1"	"m1"	"mid_r11m1"	1	6	30	1	4	10.25
"mid"	"r"	"1"	"1"	"m1"	"mid_r11m1"	2	20	4	0	8	8
"mid"	"r"	"1"	"1"	"m1"	"mid_r11m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"1"	"m1"	"mid_r11m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"1"	"m1"	"mid_r11m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"1"	"m2"	"mid_r11m2"	1	2	7	25	4	9.5
"mid"	"r"	"1"	"1"	"m2"	"mid_r11m2"	2	13	11	6	3	8.25
"mid"	"r"	"1"	"1"	"m2"	"mid_r11m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"1"	"m2"	"mid_r11m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"1"	"m2"	"mid_r11m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"2"	"m1"	"mid_r12m1"	1	18	4	13	16	12.75
"mid"	"r"	"1"	"2"	"m1"	"mid_r12m1"	2	17	13	10	7	11.75
"mid"	"r"	"1"	"2"	"m1"	"mid_r12m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"2"	"m1"	"mid_r12m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"2"	"m1"	"mid_r12m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"2"	"m2"	"mid_r12m2"	1	7	16	11	10	11
"mid"	"r"	"1"	"2"	"m2"	"mid_r12m2"	2	1	1	10	11	5.75
"mid"	"r"	"1"	"2"	"m2"	"mid_r12m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"2"	"m2"	"mid_r12m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"1"	"2"	"m2"	"mid_r12m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"1"	"m1"	"mid_r21m1"	1	10	9	1	0	5
"mid"	"r"	"2"	"1"	"m1"	"mid_r21m1"	2	6	3	1	0	2.5
"mid"	"r"	"2"	"1"	"m1"	"mid_r21m1"	3	2	0	11	1	3.5
"mid"	"r"	"2"	"1"	"m1"	"mid_r21m1"	4	1	0	19	3	5.75
"mid"	"r"	"2"	"1"	"m1"	"mid_r21m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"1"	"m2"	"mid_r21m2"	1	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"1"	"m2"	"mid_r21m2"	2	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"1"	"m2"	"mid_r21m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"1"	"m2"	"mid_r21m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"1"	"m2"	"mid_r21m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m1"	"mid_r22m1"	1	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m1"	"mid_r22m1"	2	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m1"	"mid_r22m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m1"	"mid_r22m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m1"	"mid_r22m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m2"	"mid_r22m2"	1	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m2"	"mid_r22m2"	2	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m2"	"mid_r22m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m2"	"mid_r22m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"2"	"2"	"m2"	"mid_r22m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"1"	"m1"	"mid_r31m1"	1	0	0	5	8	3.25
"mid"	"r"	"3"	"1"	"m1"	"mid_r31m1"	2	4	2	3	3	3
"mid"	"r"	"3"	"1"	"m1"	"mid_r31m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"1"	"m1"	"mid_r31m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"1"	"m1"	"mid_r31m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"1"	"m2"	"mid_r31m2"	1	7	6	8	9	7.5
"mid"	"r"	"3"	"1"	"m2"	"mid_r31m2"	2	5	10	12	21	12
"mid"	"r"	"3"	"1"	"m2"	"mid_r31m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"1"	"m2"	"mid_r31m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"1"	"m2"	"mid_r31m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m1"	"mid_r32m1"	1	13	25	9	9	14
"mid"	"r"	"3"	"2"	"m1"	"mid_r32m1"	2	2	6	25	8	10.25
"mid"	"r"	"3"	"2"	"m1"	"mid_r32m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m1"	"mid_r32m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m1"	"mid_r32m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m2"	"mid_r32m2"	1	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m2"	"mid_r32m2"	2	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m2"	"mid_r32m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m2"	"mid_r32m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"3"	"2"	"m2"	"mid_r32m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"1"	"m1"	"mid_r41m1"	1	5	0	3	1	2.25
"mid"	"r"	"4"	"1"	"m1"	"mid_r41m1"	2	2	0	10	0	3
"mid"	"r"	"4"	"1"	"m1"	"mid_r41m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"1"	"m1"	"mid_r41m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"1"	"m1"	"mid_r41m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"1"	"m2"	"mid_r41m2"	1	23	18	23	6	17.5
"mid"	"r"	"4"	"1"	"m2"	"mid_r41m2"	2	17	28	4	31	20
"mid"	"r"	"4"	"1"	"m2"	"mid_r41m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"1"	"m2"	"mid_r41m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"1"	"m2"	"mid_r41m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"2"	"m1"	"mid_r42m1"	1	3	2	1	0	1.5
"mid"	"r"	"4"	"2"	"m1"	"mid_r42m1"	2	1	3	1	6	2.75
"mid"	"r"	"4"	"2"	"m1"	"mid_r42m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"2"	"m1"	"mid_r42m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"2"	"m1"	"mid_r42m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"2"	"m2"	"mid_r42m2"	1	6	13	3	4	6.5
"mid"	"r"	"4"	"2"	"m2"	"mid_r42m2"	2	6	1	0	11	4.5
"mid"	"r"	"4"	"2"	"m2"	"mid_r42m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"2"	"m2"	"mid_r42m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"4"	"2"	"m2"	"mid_r42m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"1"	"m1"	"mid_r51m1"	1	9	5	27	15	14
"mid"	"r"	"5"	"1"	"m1"	"mid_r51m1"	2	4	10	28	4	11.5
"mid"	"r"	"5"	"1"	"m1"	"mid_r51m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"1"	"m1"	"mid_r51m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"1"	"m1"	"mid_r51m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"1"	"m2"	"mid_r51m2"	1	3	13	1	13	7.5
"mid"	"r"	"5"	"1"	"m2"	"mid_r51m2"	2	6	4	0	0	2.5
"mid"	"r"	"5"	"1"	"m2"	"mid_r51m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"1"	"m2"	"mid_r51m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"1"	"m2"	"mid_r51m2"	5	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"2"	"m1"	"mid_r52m1"	1	1	2	0	2	1.25
"mid"	"r"	"5"	"2"	"m1"	"mid_r52m1"	2	8	2	3	2	3.75
"mid"	"r"	"5"	"2"	"m1"	"mid_r52m1"	3	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"2"	"m1"	"mid_r52m1"	4	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"2"	"m1"	"mid_r52m1"	5	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"2"	"m2"	"mid_r52m2"	1	0	3	5	4	3
"mid"	"r"	"5"	"2"	"m2"	"mid_r52m2"	2	3	2	4	3	3
"mid"	"r"	"5"	"2"	"m2"	"mid_r52m2"	3	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"2"	"m2"	"mid_r52m2"	4	NA	NA	NA	NA	NA
"mid"	"r"	"5"	"2"	"m2"	"mid_r52m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"1"	"m1"	"mid_u11m1"	1	1	0	2	0	0.75
"mid"	"u"	"1"	"1"	"m1"	"mid_u11m1"	2	4	1	3	1	2.25
"mid"	"u"	"1"	"1"	"m1"	"mid_u11m1"	3	0	2	NA	NA	1
"mid"	"u"	"1"	"1"	"m1"	"mid_u11m1"	4	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"1"	"m1"	"mid_u11m1"	5	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"1"	"m2"	"mid_u11m2"	1	0	2	0	3	1.25
"mid"	"u"	"1"	"1"	"m2"	"mid_u11m2"	2	1	0	0	1	0.5
"mid"	"u"	"1"	"1"	"m2"	"mid_u11m2"	3	2	1	NA	NA	1.5
"mid"	"u"	"1"	"1"	"m2"	"mid_u11m2"	4	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"1"	"m2"	"mid_u11m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"2"	"m1"	"mid_u12m1"	1	5	4	6	9	6
"mid"	"u"	"1"	"2"	"m1"	"mid_u12m1"	2	11	2	10	5	7
"mid"	"u"	"1"	"2"	"m1"	"mid_u12m1"	3	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"2"	"m1"	"mid_u12m1"	4	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"2"	"m1"	"mid_u12m1"	5	NA	NA	NA	NA	NA
"mid"	"u"	"1"	"2"	"m2"	"mid_u12m2"	1	2	0	8	NA	3.33333333333333
"mid"	"u"	"1"	"2"	"m2"	"mid_u12m2"	2	4	1	NA	NA	2.5
"mid"	"u"	"1"	"2"	"m2"	"mid_u12m2"	3	5	2	NA	NA	3.5
"mid"	"u"	"1"	"2"	"m2"	"mid_u12m2"	4	3	5	NA	NA	4
"mid"	"u"	"1"	"2"	"m2"	"mid_u12m2"	5	7	1	NA	NA	4
"mid"	"u"	"2"	"1"	"m1"	"mid_u21m1"	1	2	5	NA	NA	3.5
"mid"	"u"	"2"	"1"	"m1"	"mid_u21m1"	2	2	4	NA	NA	3
"mid"	"u"	"2"	"1"	"m1"	"mid_u21m1"	3	6	5	NA	NA	5.5
"mid"	"u"	"2"	"1"	"m1"	"mid_u21m1"	4	6	6	NA	NA	6
"mid"	"u"	"2"	"1"	"m1"	"mid_u21m1"	5	1	3	NA	NA	2
"mid"	"u"	"2"	"1"	"m2"	"mid_u21m2"	1	0	1	NA	NA	0.5
"mid"	"u"	"2"	"1"	"m2"	"mid_u21m2"	2	1	0	NA	NA	0.5
"mid"	"u"	"2"	"1"	"m2"	"mid_u21m2"	3	1	0	NA	NA	0.5
"mid"	"u"	"2"	"1"	"m2"	"mid_u21m2"	4	0	0	NA	NA	0
"mid"	"u"	"2"	"1"	"m2"	"mid_u21m2"	5	1	0	NA	NA	0.5
"mid"	"u"	"2"	"2"	"m1"	"mid_u22m1"	1	2	3	NA	NA	2.5
"mid"	"u"	"2"	"2"	"m1"	"mid_u22m1"	2	0	1	NA	NA	0.5
"mid"	"u"	"2"	"2"	"m1"	"mid_u22m1"	3	3	1	NA	NA	2
"mid"	"u"	"2"	"2"	"m1"	"mid_u22m1"	4	6	0	NA	NA	3
"mid"	"u"	"2"	"2"	"m1"	"mid_u22m1"	5	0	2	NA	NA	1
"mid"	"u"	"2"	"2"	"m2"	"mid_u22m2"	1	NA	NA	NA	NA	NA
"mid"	"u"	"2"	"2"	"m2"	"mid_u22m2"	2	NA	NA	NA	NA	NA
"mid"	"u"	"2"	"2"	"m2"	"mid_u22m2"	3	NA	NA	NA	NA	NA
"mid"	"u"	"2"	"2"	"m2"	"mid_u22m2"	4	NA	NA	NA	NA	NA
"mid"	"u"	"2"	"2"	"m2"	"mid_u22m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"1"	"m1"	"mid_u31m1"	1	0	0	NA	NA	0
"mid"	"u"	"3"	"1"	"m1"	"mid_u31m1"	2	5	0	NA	NA	2.5
"mid"	"u"	"3"	"1"	"m1"	"mid_u31m1"	3	6	3	NA	NA	4.5
"mid"	"u"	"3"	"1"	"m1"	"mid_u31m1"	4	6	1	NA	NA	3.5
"mid"	"u"	"3"	"1"	"m1"	"mid_u31m1"	5	0	1	NA	NA	0.5
"mid"	"u"	"3"	"1"	"m2"	"mid_u31m2"	1	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"1"	"m2"	"mid_u31m2"	2	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"1"	"m2"	"mid_u31m2"	3	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"1"	"m2"	"mid_u31m2"	4	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"1"	"m2"	"mid_u31m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"2"	"m1"	"mid_u32m1"	1	1	1	NA	NA	1
"mid"	"u"	"3"	"2"	"m1"	"mid_u32m1"	2	1	5	NA	NA	3
"mid"	"u"	"3"	"2"	"m1"	"mid_u32m1"	3	2	0	NA	NA	1
"mid"	"u"	"3"	"2"	"m1"	"mid_u32m1"	4	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"2"	"m1"	"mid_u32m1"	5	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"2"	"m2"	"mid_u32m2"	1	7	8	2	6	5.75
"mid"	"u"	"3"	"2"	"m2"	"mid_u32m2"	2	8	1	9	2	5
"mid"	"u"	"3"	"2"	"m2"	"mid_u32m2"	3	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"2"	"m2"	"mid_u32m2"	4	NA	NA	NA	NA	NA
"mid"	"u"	"3"	"2"	"m2"	"mid_u32m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"1"	"m1"	"mid_u41m1"	1	1	0	0	3	1
"mid"	"u"	"4"	"1"	"m1"	"mid_u41m1"	2	0	1	0	0	0.25
"mid"	"u"	"4"	"1"	"m1"	"mid_u41m1"	3	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"1"	"m1"	"mid_u41m1"	4	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"1"	"m1"	"mid_u41m1"	5	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"1"	"m2"	"mid_u41m2"	1	6	2	0	2	2.5
"mid"	"u"	"4"	"1"	"m2"	"mid_u41m2"	2	0	3	3	3	2.25
"mid"	"u"	"4"	"1"	"m2"	"mid_u41m2"	3	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"1"	"m2"	"mid_u41m2"	4	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"1"	"m2"	"mid_u41m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m1"	"mid_u42m1"	1	2	1	3	0	1.5
"mid"	"u"	"4"	"2"	"m1"	"mid_u42m1"	2	1	1	3	8	3.25
"mid"	"u"	"4"	"2"	"m1"	"mid_u42m1"	3	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m1"	"mid_u42m1"	4	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m1"	"mid_u42m1"	5	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m2"	"mid_u42m2"	1	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m2"	"mid_u42m2"	2	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m2"	"mid_u42m2"	3	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m2"	"mid_u42m2"	4	NA	NA	NA	NA	NA
"mid"	"u"	"4"	"2"	"m2"	"mid_u42m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m1"	"mid_u51m1"	1	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m1"	"mid_u51m1"	2	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m1"	"mid_u51m1"	3	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m1"	"mid_u51m1"	4	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m1"	"mid_u51m1"	5	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m2"	"mid_u51m2"	1	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m2"	"mid_u51m2"	2	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m2"	"mid_u51m2"	3	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m2"	"mid_u51m2"	4	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"1"	"m2"	"mid_u51m2"	5	NA	NA	NA	NA	NA
"mid"	"u"	"5"	"2"	"m1"	"mid_u52m1"	1	4	5	9	4	5.5
"mid"	"u"	"5"	"2"	"m1"	"mid_u52m1"	2	0	0	11	2	3.25
"mid"	"u"	"5"	"2"	"m1"	"mid_u52m1"	3	NA	NA	NA	NA	NA
